tweet_ID,tweet_text,retweet_count,favorite_count,followers_count,original_tweet_screen_name,retweet_screen_name,original_tweet_created_at,retweet_created_at,retweet_id,original_tweet_id,original_tweet_coordinates,retweet_coordinates,original_tweet_user_id,retweet_user_id,search_string,is_retweet,timestamp,type,source,in_reply_to_status_id,in_reply_to_screen_name,in_reply_to_user_id,quoted_id,quoted_screen_name,quoted_user_id,quoted_created_at,quoted_coordinates,place_name,place_fullname,place_country,place_cc,place_bb,media_url,media_expanded_url,lang,virality
44,RT @ECMcLaughlin: They asked McGahn to say the President did not commit obstruction and thereby committed obstruction.   https://t.co/9AeQW99Yzc via @NYTimes,119,351,67489,Jk67Joan,ECMcLaughlin,2019-05-11 07:55:02,2019-05-10 22:28:26,1.1269773213306634e+18,1127119912726667264,,,3436687450,335060282.0,,True,1557561302,retweet,Twitter Web Client,,,,,,,,,,,,,,,,en,119.00520084754552
45,RT @brycetache: Trump is not joking when he says he might stay in power for more than 2 terms. He’s not joking. He’s not joking. He’s. Not. Joking.,2694,8052,149360,npsychca,brycetache,2019-05-11 07:55:02,2019-05-09 03:27:16,1.1263277489541898e+18,1127119911686426625,,,275925445,785209740.0,,True,1557561302,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,2694.0539100160686
46,@SaraCarterDC @RepJerryNadler Go for it @RepJerryNadler!  You will drive registered independent voters like me to vote Trump to victory in 2020!  #WalkAway,0,0,213,WarriorDad7,,2019-05-11 07:55:02,,,1127119909819801600,,,761786504200859648,,,False,1557561302,reply,Twitter for iPhone,1.1266663627331748e+18,SaraCarterDC,25202268.0,,,,,,,,,,,,,en,0.0
47,@TheFilmOracle A lie doesn't have a shelf life. Especially one of this magnitude. I'm sickened that Fiona Bruce is making light of it. Farage is just another Trump. A blank where his soul should be.,0,0,332,JenniferJS_,,2019-05-11 07:55:01,,,1127119907580252161,,,111316628,,,False,1557561301,reply,Twitter Web Client,1.1266127496545567e+18,TheFilmOracle,374393388.0,,,,,,South West,"South West, England",United Kingdom,GB,,,,en,0.0
48,"RT @kylegriffin1: Buttigieg responds to Trump: ""I'll be honest. I had to Google that. I guess it's just a generational thing. I didn't get the reference ... But he's also the president of the US &amp; I'm surprised he's not spending more time trying to salvage this China deal."" https://t.co/TSOGgrRr3q",1661,6937,573760,Nafarat100100,kylegriffin1,2019-05-11 07:55:01,2019-05-11 02:30:43,1.127038294943064e+18,1127119905881579520,,,4027451601,32871086.0,,True,1557561301,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,1661.012090421082
49,RT @tribelaw: Another reason that waiting for the 2020 election to remove Trump is no substitute for removing him through impeachment is th…,698,776,573760,MrsHornswoggle,tribelaw,2019-05-11 07:55:01,2019-05-11 01:15:36,1.1270193901746258e+18,1127119905621454848,,,1081239952246091777,4091551984.0,,True,1557561301,quote,Twitter for iPhone,,,,1.1270142823554621e+18,kylegriffin1,32871086.0,2019-05-11 00:55:18,,,,,,,,,en,698.0013524818739
50,"RT @latimes: Trump's policies are driving farm prices down and bankruptcies up, writes columnist @hiltzikm. https://t.co/HmDSuk5Ur5",54,55,3369462,Readnknitndrink,latimes,2019-05-11 07:55:00,2019-05-11 06:25:02,1.1270972628600668e+18,1127119903008251905,,,3971934912,16664681.0,,True,1557561300,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,54.00001632308066
51,"I love it, especially sometime in the Summer...  https://t.co/zIrBcsUDUw",0,1,693418,krassenstein,,2019-05-11 07:55:00,,,1127119902307954688,,,133938408,,,False,1557561300,Tweet,TweetDeck,,,,,,,,,,,,,,,,en,1.4421315858544198e-06
52,"RT @seanmdav: In a document Christopher Steele funneled to the FBI via the State Dept., the foreign spook-turned-Clinton campaign contractor claimed Trump's alleged Russia operation was run out of the Russian consulate in Miami.  There is no Russian consulate in Miami. https://t.co/mdigvCI2Wy",1374,2606,178126,ChristianNew360,seanmdav,2019-05-11 07:55:00,2019-05-09 20:35:01,1.126586391561941e+18,1127119901548670976,,,2617623936,36529101.0,,True,1557561300,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,1374.0146300933047
53,"RT @stevebenen: Mulvaney said Dems are only seeking Trump's tax returns to ""embarrass the president."" He seemed unprepared for the follow-up question:  Why would Trump be embarrassed by his tax returns? https://t.co/tH86Qqo56x",5322,15145,41117,BMPcharlotte,stevebenen,2019-05-11 07:55:00,2019-05-10 20:08:00,1.1269419792779551e+18,1127119901364248576,,,484732529,27511061.0,,True,1557561300,retweet,Twitter Web App,,,,,,,,,,,,,,,,en,5322.3683391298
54,"RT @Lwazi_Somya: Trevor Noah lampooned our President Jacob Zuma in one of his first shows, and y'all didn't say anything, instead, y'all laughed.  Now that he is lampooning the President of Twitter, y'all are cringing?  Yes, Julius Malema is as populist as Donald Trump.",41,122,2710,ThisIsPalo,Lwazi_Somya,2019-05-11 07:54:59,2019-05-11 06:00:01,1.1270909685310177e+18,1127119901217497088,,,906202166,327814903.0,,True,1557561299,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,41.0450184501845
55,RT @AbbyMartin: I called @PepcoConnect to ask why they are criminally collaborating with Trump to deny legal occupants of the VZLA embassy…,592,673,39587,kinglyrayw,AbbyMartin,2019-05-11 07:54:59,2019-05-10 23:32:20,1.1269934017679565e+18,1127119899564834816,,,950901019453435906,24258355.0,,True,1557561299,quote,Twitter Web App,,,,1.1265055477866373e+18,dancohen3000,386213011.0,2019-05-09 15:13:46,,,,,,,,,en,592.0170005304772
56,@blackblack3232 That’s exactly my point. Trump realy hates complicated mechanisms. He doesn’t understand JCPOA. He showed up to Kimmy with a 2 page document. He likes to get things done with just a word and a handshake. He got many deals done that way in his past life.,0,0,27594,Samir_Madani,,2019-05-11 07:54:59,,,1127119897258074112,,,317643185,,,False,1557561299,reply,Twitter for iPhone,1.1271190311174717e+18,blackblack3232,7.604825281301668e+17,,,,,,,,,,,,,en,0.0
57,"RT @Acosta: Trump keeps claiming, and did so today, that Puerto Rico received $91 billion in disaster relief funds. This is not true. It should be noted that he is repeatedly making this false claim. Saying it over and over doesn’t make it true.  https://t.co/Gopu6PV8On",18713,45930,1236905,just_news101,Acosta,2019-05-11 07:54:58,2019-05-09 17:56:53,1.1265465978259169e+18,1127119895907278848,,,64911072,22771961.0,,True,1557561298,retweet,Twitter for iPad,,,,,,,,,,,,,,,,en,18713.037133005364
58,"# Keep America Grate! POTS Trump is evrey God fearing Americans Presedent... Temp:Crab Orchard, Ky.:56.7°F",0,0,75,AppaloosaGuy,,2019-05-11 07:54:58,,,1127119894741307392,"{'type': 'Point', 'coordinates': [-84.51194444, 37.47472222]}",,115110145,,,False,1557561298,Tweet,Sandaysoft Cumulus,,,,,,,,,Kentucky,"Kentucky, USA",United States,US,,,,en,0.0
59,"RT @realTuckFrumper: #TuckFrump Giuliani reverses course, says he's no longer going to Ukraine to press Biden investigation https://t.co/cWTCjvoZml @realTuckFrumper",17,40,60841,real_maymann,realTuckFrumper,2019-05-11 07:54:57,2019-05-11 04:52:07,1.1270738772119265e+18,1127119891973144576,,,822504473025282048,55060090.0,,True,1557561297,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,17.00065745138969
60,"RT @MarshallCohen: The former top FBI lawyer, James Baker, says he ""became sick of all the BS"" and stepped up today to debunk some of the conspiracies Trump is peddling. Many of the top FBI officials with key roles in the Russia investigation have now publicly rebuked Trump. https://t.co/KUiBVLpxE0",1830,3503,45910,mrburlesk,MarshallCohen,2019-05-11 07:54:57,2019-05-11 00:24:25,1.1270065112161239e+18,1127119891801051138,,,385292192,49031364.0,,True,1557561297,retweet,Twitter Web Client,,,,,,,,,,,,,,,,en,1830.076301459377
61,"RT @mustfsnmz: Trump, Saray’ı istediği kıvama getiriyor.  S-400 kartı çöpe gidiyor, İran’dan petrol alımında ABD nin sözü tutuluyor. Suriye’de ABD çizgisnde kalınacak.  Şimdi ABD izniyle  IMF kapısına yanaşabilirler ama derinden.  23 hzr öncesi olmaz . Reçete hazırlanır Temmuz’da uygulanır.",843,2949,152864,onerkosis,mustfsnmz,2019-05-11 07:54:56,2019-05-10 17:36:36,1.1269038790216049e+18,1127119888638717952,,,49802120,93216214.0,,True,1557561296,retweet,Twitter for Android,,,,,,,,,,,,,,,,tr,843.0192916579443
62,"RT @mehdirhasan: I just did a 90-minute Q&amp;A here in Switzerland on Trump and the media. An elderly, well-heeled Trump voter in the audience, with a German accent, insisted I say something nice about Trump. I asked her to go first. She said he’s brought ‘jobs back to the negroes.’ #economicanxiety",3486,10706,645017,robertjoseph,mehdirhasan,2019-05-11 07:54:56,2019-05-10 14:18:40,1.1268540689099858e+18,1127119887707574274,,,16486330,130557513.0,,True,1557561296,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,3486.0165980121456
63,"RT @EdKrassen: Trump: Avoiding taxes is a 'sport' that the wealthy play, but taxing the wealthy to give the middle class health insurance is 'socialism'  Trump thinks it's Socialism if the rich pay taxes, and ""sport"" if the middle class pays the rich's taxes.  HE'S NOT MY PRESIDENT!",1453,4388,921932,AudeliaVasquez,EdKrassen,2019-05-11 07:54:56,2019-05-11 00:01:00,1.1270006162895585e+18,1127119886935674881,,,1360770656,132339474.0,,True,1557561296,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,1453.00475957012
